Date,Infected,Daily_infected,Recovered,Death,Active_infected,Predicted_active_infected,Predicted_total_recovered,Predicted_total_death,Predicted_total_infected
13-Apr-20,Nan,Nan,Nan,Nan,Nan,458658,577188,8253,1044099
14-Apr-20,Nan,Nan,Nan,Nan,Nan,492553,656491,9380,1158424
15-Apr-20,Nan,Nan,Nan,Nan,Nan,528544,742144,10595,1281283
16-Apr-20,Nan,Nan,Nan,Nan,Nan,566682,834598,11906,1413186
17-Apr-20,Nan,Nan,Nan,Nan,Nan,607002,934335,13319,1554656
18-Apr-20,Nan,Nan,Nan,Nan,Nan,649521,1041869,14841,1706231
19-Apr-20,Nan,Nan,Nan,Nan,Nan,694235,1157740,16480,1868455
20-Apr-20,Nan,Nan,Nan,Nan,Nan,741114,1282515,18243,2041872
21-Apr-20,Nan,Nan,Nan,Nan,Nan,790099,1416783,20140,2227022
22-Apr-20,Nan,Nan,Nan,Nan,Nan,841100,1561157,22178,2424435
23-Apr-20,Nan,Nan,Nan,Nan,Nan,893987,1716267,24366,2634620
24-Apr-20,Nan,Nan,Nan,Nan,Nan,948594,1882756,26715,2858065
25-Apr-20,Nan,Nan,Nan,Nan,Nan,1004709,2061278,29232,3095219
26-Apr-20,Nan,Nan,Nan,Nan,Nan,1062077,2252489,31928,3346494
27-Apr-20,Nan,Nan,Nan,Nan,Nan,1120396,2457043,34811,3612250
28-Apr-20,Nan,Nan,Nan,Nan,Nan,1179319,2675581,37893,3892793
29-Apr-20,Nan,Nan,Nan,Nan,Nan,1238455,2908728,41180,4188363
30-Apr-20,Nan,Nan,Nan,Nan,Nan,1297373,3157075,44684,4499132
1-May-20,Nan,Nan,Nan,Nan,Nan,1355605,3421176,48411,4825192
2-May-20,Nan,Nan,Nan,Nan,Nan,1412658,3701530,52371,5166559
3-May-20,Nan,Nan,Nan,Nan,Nan,1468017,3998575,56569,5523161
4-May-20,Nan,Nan,Nan,Nan,Nan,1521158,4312669,61013,5894840
5-May-20,Nan,Nan,Nan,Nan,Nan,1571561,4644084,65706,6281351
6-May-20,Nan,Nan,Nan,Nan,Nan,1618717,4992989,70654,6682360
7-May-20,Nan,Nan,Nan,Nan,Nan,1662147,5359442,75858,7097447
8-May-20,Nan,Nan,Nan,Nan,Nan,1701409,5743376,81320,7526105
9-May-20,Nan,Nan,Nan,Nan,Nan,1736110,6144595,87037,7967742
10-May-20,Nan,Nan,Nan,Nan,Nan,1765918,6562763,93008,8421689
11-May-20,Nan,Nan,Nan,Nan,Nan,1790565,6997402,99228,8887195
12-May-20,Nan,Nan,Nan,Nan,Nan,1809859,7447890,105690,9363439
13-May-20,Nan,Nan,Nan,Nan,Nan,1823682,7913461,112384,9849527
14-May-20,Nan,Nan,Nan,Nan,Nan,1831992,8393210,119301,10344503
15-May-20,Nan,Nan,Nan,Nan,Nan,1834824,8886100,126428,10847352
16-May-20,Nan,Nan,Nan,Nan,Nan,1832282,9390968,133750,11357000
17-May-20,Nan,Nan,Nan,Nan,Nan,1824537,9906544,141252,11872333
18-May-20,Nan,Nan,Nan,Nan,Nan,1811819,10431460,148915,12392194
19-May-20,Nan,Nan,Nan,Nan,Nan,1794407,10964268,156721,12915396
20-May-20,Nan,Nan,Nan,Nan,Nan,1772625,11503457,164649,13440731
21-May-20,Nan,Nan,Nan,Nan,Nan,1746826,12047475,172679,13966980
22-May-20,Nan,Nan,Nan,Nan,Nan,1717389,12594743,180790,14492922
23-May-20,Nan,Nan,Nan,Nan,Nan,1684706,13143679,188959,15017344
24-May-20,Nan,Nan,Nan,Nan,Nan,1649177,13692713,197165,15539055
25-May-20,Nan,Nan,Nan,Nan,Nan,1611200,14240307,205385,16056892
26-May-20,Nan,Nan,Nan,Nan,Nan,1571166,14784970,213600,16569736
27-May-20,Nan,Nan,Nan,Nan,Nan,1529452,15325273,221788,17076513
28-May-20,Nan,Nan,Nan,Nan,Nan,1486418,15859863,229929,17576210
29-May-20,Nan,Nan,Nan,Nan,Nan,1442402,16387471,238006,18067879
30-May-20,Nan,Nan,Nan,Nan,Nan,1397719,16906925,245999,18550643
31-May-20,Nan,Nan,Nan,Nan,Nan,1352656,17417154,253894,19023704
1-Jun-20,Nan,Nan,Nan,Nan,Nan,1307474,17917190,261676,19486340
2-Jun-20,Nan,Nan,Nan,Nan,Nan,1262408,18406179,269330,19937917
3-Jun-20,Nan,Nan,Nan,Nan,Nan,1217664,18883371,276845,20377880
4-Jun-20,Nan,Nan,Nan,Nan,Nan,1173423,19348129,284210,20805762
5-Jun-20,Nan,Nan,Nan,Nan,Nan,1129839,19799921,291417,21221177
6-Jun-20,Nan,Nan,Nan,Nan,Nan,1087045,20238318,298458,21623821
7-Jun-20,Nan,Nan,Nan,Nan,Nan,1045149,20662990,305326,22013465
8-Jun-20,Nan,Nan,Nan,Nan,Nan,1004241,21073699,312016,22389956
9-Jun-20,Nan,Nan,Nan,Nan,Nan,964392,21470296,318526,22753214
10-Jun-20,Nan,Nan,Nan,Nan,Nan,925656,21852710,324851,23103217
11-Jun-20,Nan,Nan,Nan,Nan,Nan,888072,22220945,330992,23440009
12-Jun-20,Nan,Nan,Nan,Nan,Nan,851668,22575072,336946,23763686
13-Jun-20,Nan,Nan,Nan,Nan,Nan,816460,22915221,342715,24074396
14-Jun-20,Nan,Nan,Nan,Nan,Nan,782452,23241575,348299,24372326
15-Jun-20,Nan,Nan,Nan,Nan,Nan,749645,23554362,353700,24657707
16-Jun-20,Nan,Nan,Nan,Nan,Nan,718028,23853853,358921,24930802
17-Jun-20,Nan,Nan,Nan,Nan,Nan,687589,24140348,363964,25191901
18-Jun-20,Nan,Nan,Nan,Nan,Nan,658308,24414179,368833,25441320
19-Jun-20,Nan,Nan,Nan,Nan,Nan,630163,24675698,373531,25679392
20-Jun-20,Nan,Nan,Nan,Nan,Nan,603128,24925275,378061,25906464
21-Jun-20,Nan,Nan,Nan,Nan,Nan,577177,25163296,382429,26122902
22-Jun-20,Nan,Nan,Nan,Nan,Nan,552281,25390153,386638,26329072
23-Jun-20,Nan,Nan,Nan,Nan,Nan,528409,25606246,390693,26525348
24-Jun-20,Nan,Nan,Nan,Nan,Nan,505531,25811977,394598,26712106
25-Jun-20,Nan,Nan,Nan,Nan,Nan,483615,26007748,398357,26889720
26-Jun-20,Nan,Nan,Nan,Nan,Nan,462631,26193960,401976,27058567
27-Jun-20,Nan,Nan,Nan,Nan,Nan,442547,26371006,405458,27219011
28-Jun-20,Nan,Nan,Nan,Nan,Nan,423332,26539278,408808,27371418
29-Jun-20,Nan,Nan,Nan,Nan,Nan,404956,26699155,412031,27516142
30-Jun-20,Nan,Nan,Nan,Nan,Nan,387388,26851012,415130,27653530
1-Jul-20,Nan,Nan,Nan,Nan,Nan,370599,26995212,418111,27783922
2-Jul-20,Nan,Nan,Nan,Nan,Nan,354559,27132107,420976,27907642
3-Jul-20,Nan,Nan,Nan,Nan,Nan,339240,27262039,423731,28025010
4-Jul-20,Nan,Nan,Nan,Nan,Nan,324615,27385340,426379,28136334
5-Jul-20,Nan,Nan,Nan,Nan,Nan,310656,27502327,428924,28241907
6-Jul-20,Nan,Nan,Nan,Nan,Nan,297337,27613308,431370,28342015
7-Jul-20,Nan,Nan,Nan,Nan,Nan,284632,27718578,433721,28436931
8-Jul-20,Nan,Nan,Nan,Nan,Nan,272517,27818421,435980,28526918
9-Jul-20,Nan,Nan,Nan,Nan,Nan,260967,27913109,438151,28612227
10-Jul-20,Nan,Nan,Nan,Nan,Nan,249958,28002901,440236,28693095
11-Jul-20,Nan,Nan,Nan,Nan,Nan,239469,28088048,442240,28769757
12-Jul-20,Nan,Nan,Nan,Nan,Nan,229475,28168787,444166,28842428
13-Jul-20,Nan,Nan,Nan,Nan,Nan,219957,28245345,446016,28911318
14-Jul-20,Nan,Nan,Nan,Nan,Nan,210893,28317939,447794,28976626
15-Jul-20,Nan,Nan,Nan,Nan,Nan,202263,28386777,449502,29038542
16-Jul-20,Nan,Nan,Nan,Nan,Nan,194048,28452055,451144,29097247
17-Jul-20,Nan,Nan,Nan,Nan,Nan,186228,28513961,452721,29152910
18-Jul-20,Nan,Nan,Nan,Nan,Nan,178787,28572673,454238,29205698
19-Jul-20,Nan,Nan,Nan,Nan,Nan,171705,28628360,455696,29255761
20-Jul-20,Nan,Nan,Nan,Nan,Nan,164967,28681185,457098,29303250
21-Jul-20,Nan,Nan,Nan,Nan,Nan,158556,28731301,458445,29348302
22-Jul-20,Nan,Nan,Nan,Nan,Nan,152457,28778853,459742,29391052
23-Jul-20,Nan,Nan,Nan,Nan,Nan,146654,28823979,460989,29431622
24-Jul-20,Nan,Nan,Nan,Nan,Nan,141132,28866810,462189,29470131
25-Jul-20,Nan,Nan,Nan,Nan,Nan,135879,28907472,463343,29506694
26-Jul-20,Nan,Nan,Nan,Nan,Nan,130880,28946081,464455,29541416
27-Jul-20,Nan,Nan,Nan,Nan,Nan,126123,28982749,465526,29574398
28-Jul-20,Nan,Nan,Nan,Nan,Nan,121596,29017583,466557,29605736
29-Jul-20,Nan,Nan,Nan,Nan,Nan,117286,29050682,467550,29635518
30-Jul-20,Nan,Nan,Nan,Nan,Nan,113182,29082141,468508,29663831
31-Jul-20,Nan,Nan,Nan,Nan,Nan,109274,29112051,469431,29690756
1-Aug-20,Nan,Nan,Nan,Nan,Nan,105552,29140496,470322,29716370
2-Aug-20,Nan,Nan,Nan,Nan,Nan,102005,29167557,471182,29740744
3-Aug-20,Nan,Nan,Nan,Nan,Nan,98624,29193310,472011,29763945
4-Aug-20,Nan,Nan,Nan,Nan,Nan,95400,29217826,472813,29786039
5-Aug-20,Nan,Nan,Nan,Nan,Nan,92325,29241174,473587,29807086
6-Aug-20,Nan,Nan,Nan,Nan,Nan,89391,29263417,474335,29827143
7-Aug-20,Nan,Nan,Nan,Nan,Nan,86589,29284617,475059,29846265
8-Aug-20,Nan,Nan,Nan,Nan,Nan,83913,29304831,475759,29864503
9-Aug-20,Nan,Nan,Nan,Nan,Nan,81356,29324112,476436,29881904
10-Aug-20,Nan,Nan,Nan,Nan,Nan,78911,29342512,477092,29898515
11-Aug-20,Nan,Nan,Nan,Nan,Nan,76571,29360079,477728,29914378
12-Aug-20,Nan,Nan,Nan,Nan,Nan,74331,29376858,478344,29929533
13-Aug-20,Nan,Nan,Nan,Nan,Nan,72186,29392893,478941,29944020
14-Aug-20,Nan,Nan,Nan,Nan,Nan,70129,29408223,479521,29957873
15-Aug-20,Nan,Nan,Nan,Nan,Nan,68156,29422886,480084,29971126
16-Aug-20,Nan,Nan,Nan,Nan,Nan,66262,29436920,480630,29983812
17-Aug-20,Nan,Nan,Nan,Nan,Nan,64443,29450357,481160,29995960
18-Aug-20,Nan,Nan,Nan,Nan,Nan,62695,29463229,481676,30007600
19-Aug-20,Nan,Nan,Nan,Nan,Nan,61012,29475566,482178,30018756
20-Aug-20,Nan,Nan,Nan,Nan,Nan,59393,29487398,482665,30029456
21-Aug-20,Nan,Nan,Nan,Nan,Nan,57833,29498749,483140,30039722
22-Aug-20,Nan,Nan,Nan,Nan,Nan,56329,29509647,483602,30049578
23-Aug-20,Nan,Nan,Nan,Nan,Nan,54877,29520113,484053,30059043
24-Aug-20,Nan,Nan,Nan,Nan,Nan,53476,29530170,484491,30068137
25-Aug-20,Nan,Nan,Nan,Nan,Nan,52122,29539840,484919,30076881
26-Aug-20,Nan,Nan,Nan,Nan,Nan,50812,29549142,485335,30085289
27-Aug-20,Nan,Nan,Nan,Nan,Nan,49545,29558094,485742,30093381
28-Aug-20,Nan,Nan,Nan,Nan,Nan,48318,29566715,486138,30101171
29-Aug-20,Nan,Nan,Nan,Nan,Nan,47129,29575020,486525,30108674
30-Aug-20,Nan,Nan,Nan,Nan,Nan,45976,29583024,486903,30115903
31-Aug-20,Nan,Nan,Nan,Nan,Nan,44856,29590743,487272,30122871
1-Sep-20,Nan,Nan,Nan,Nan,Nan,43770,29598191,487632,30129593
2-Sep-20,Nan,Nan,Nan,Nan,Nan,42714,29605379,487984,30136077
3-Sep-20,Nan,Nan,Nan,Nan,Nan,41688,29612321,488328,30142337
4-Sep-20,Nan,Nan,Nan,Nan,Nan,40689,29619027,488664,30148380
5-Sep-20,Nan,Nan,Nan,Nan,Nan,39718,29625508,488993,30154219
6-Sep-20,Nan,Nan,Nan,Nan,Nan,38771,29631776,489314,30159861
7-Sep-20,Nan,Nan,Nan,Nan,Nan,37850,29637838,489628,30165316
8-Sep-20,Nan,Nan,Nan,Nan,Nan,36951,29643704,489936,30170591
9-Sep-20,Nan,Nan,Nan,Nan,Nan,36076,29649383,490236,30175695
10-Sep-20,Nan,Nan,Nan,Nan,Nan,35221,29654882,490530,30180633
11-Sep-20,Nan,Nan,Nan,Nan,Nan,34387,29660209,490818,30185414
12-Sep-20,Nan,Nan,Nan,Nan,Nan,33574,29665371,491099,30190044
13-Sep-20,Nan,Nan,Nan,Nan,Nan,32779,29670375,491374,30194528
14-Sep-20,Nan,Nan,Nan,Nan,Nan,32003,29675228,491644,30198875
15-Sep-20,Nan,Nan,Nan,Nan,Nan,31244,29679934,491907,30203085
16-Sep-20,Nan,Nan,Nan,Nan,Nan,30503,29684501,492165,30207169
17-Sep-20,Nan,Nan,Nan,Nan,Nan,29779,29688932,492417,30211128
18-Sep-20,Nan,Nan,Nan,Nan,Nan,29071,29693234,492664,30214969
19-Sep-20,Nan,Nan,Nan,Nan,Nan,28379,29697410,492906,30218695
20-Sep-20,Nan,Nan,Nan,Nan,Nan,27702,29701467,493142,30222311
21-Sep-20,Nan,Nan,Nan,Nan,Nan,27039,29705407,493374,30225820
22-Sep-20,Nan,Nan,Nan,Nan,Nan,26392,29709234,493600,30229226
23-Sep-20,Nan,Nan,Nan,Nan,Nan,25758,29712954,493822,30232534
24-Sep-20,Nan,Nan,Nan,Nan,Nan,25138,29716569,494039,30235746
25-Sep-20,Nan,Nan,Nan,Nan,Nan,24532,29720084,494251,30238867
26-Sep-20,Nan,Nan,Nan,Nan,Nan,23938,29723500,494458,30241896
27-Sep-20,Nan,Nan,Nan,Nan,Nan,23358,29726822,494661,30244841
28-Sep-20,Nan,Nan,Nan,Nan,Nan,22790,29730053,494860,30247703
29-Sep-20,Nan,Nan,Nan,Nan,Nan,22234,29733194,495054,30250482
30-Sep-20,Nan,Nan,Nan,Nan,Nan,21691,29736251,495244,30253186
1-Oct-20,Nan,Nan,Nan,Nan,Nan,21159,29739223,495429,30255811
2-Oct-20,Nan,Nan,Nan,Nan,Nan,20638,29742116,495611,30258365
3-Oct-20,Nan,Nan,Nan,Nan,Nan,20129,29744929,495789,30260847
4-Oct-20,Nan,Nan,Nan,Nan,Nan,19631,29747667,495962,30263260
5-Oct-20,Nan,Nan,Nan,Nan,Nan,19144,29750332,496132,30265608
6-Oct-20,Nan,Nan,Nan,Nan,Nan,18667,29752924,496298,30267889
7-Oct-20,Nan,Nan,Nan,Nan,Nan,18201,29755447,496460,30270108
8-Oct-20,Nan,Nan,Nan,Nan,Nan,17745,29757903,496619,30272267
9-Oct-20,Nan,Nan,Nan,Nan,Nan,17299,29760293,496773,30274365
10-Oct-20,Nan,Nan,Nan,Nan,Nan,16863,29762619,496925,30276407
11-Oct-20,Nan,Nan,Nan,Nan,Nan,16437,29764882,497073,30278392
12-Oct-20,Nan,Nan,Nan,Nan,Nan,16021,29767086,497217,30280324
13-Oct-20,Nan,Nan,Nan,Nan,Nan,15613,29769231,497358,30282202
14-Oct-20,Nan,Nan,Nan,Nan,Nan,15215,29771318,497496,30284029
15-Oct-20,Nan,Nan,Nan,Nan,Nan,14826,29773350,497630,30285806
16-Oct-20,Nan,Nan,Nan,Nan,Nan,14446,29775328,497762,30287536
17-Oct-20,Nan,Nan,Nan,Nan,Nan,14075,29777253,497890,30289218
18-Oct-20,Nan,Nan,Nan,Nan,Nan,13712,29779127,498015,30290854
19-Oct-20,Nan,Nan,Nan,Nan,Nan,13357,29780951,498138,30292446
20-Oct-20,Nan,Nan,Nan,Nan,Nan,13011,29782727,498257,30293995
21-Oct-20,Nan,Nan,Nan,Nan,Nan,12673,29784455,498373,30295501
22-Oct-20,Nan,Nan,Nan,Nan,Nan,12343,29786137,498487,30296967
23-Oct-20,Nan,Nan,Nan,Nan,Nan,12020,29787774,498598,30298392
24-Oct-20,Nan,Nan,Nan,Nan,Nan,11705,29789367,498706,30299778
25-Oct-20,Nan,Nan,Nan,Nan,Nan,11398,29790917,498812,30301127
26-Oct-20,Nan,Nan,Nan,Nan,Nan,11098,29792426,498915,30302439
27-Oct-20,Nan,Nan,Nan,Nan,Nan,10805,29793895,499015,30303715
28-Oct-20,Nan,Nan,Nan,Nan,Nan,10519,29795324,499113,30304956
29-Oct-20,Nan,Nan,Nan,Nan,Nan,10241,29796715,499208,30306164
30-Oct-20,Nan,Nan,Nan,Nan,Nan,9968,29798069,499301,30307338
31-Oct-20,Nan,Nan,Nan,Nan,Nan,9703,29799386,499392,30308481
1-Nov-20,Nan,Nan,Nan,Nan,Nan,9444,29800667,499481,30309592
2-Nov-20,Nan,Nan,Nan,Nan,Nan,9192,29801914,499567,30310673
3-Nov-20,Nan,Nan,Nan,Nan,Nan,8945,29803128,499651,30311724
4-Nov-20,Nan,Nan,Nan,Nan,Nan,8705,29804308,499733,30312746
5-Nov-20,Nan,Nan,Nan,Nan,Nan,8471,29805457,499813,30313741
6-Nov-20,Nan,Nan,Nan,Nan,Nan,8243,29806574,499891,30314708
7-Nov-20,Nan,Nan,Nan,Nan,Nan,8020,29807661,499967,30315648
8-Nov-20,Nan,Nan,Nan,Nan,Nan,7803,29808719,500040,30316562
9-Nov-20,Nan,Nan,Nan,Nan,Nan,7592,29809748,500112,30317452
10-Nov-20,Nan,Nan,Nan,Nan,Nan,7386,29810749,500183,30318318
11-Nov-20,Nan,Nan,Nan,Nan,Nan,7185,29811722,500251,30319158
12-Nov-20,Nan,Nan,Nan,Nan,Nan,6989,29812669,500317,30319975
13-Nov-20,Nan,Nan,Nan,Nan,Nan,6798,29813590,500382,30320770
14-Nov-20,Nan,Nan,Nan,Nan,Nan,6613,29814486,500445,30321544
15-Nov-20,Nan,Nan,Nan,Nan,Nan,6432,29815357,500507,30322296
16-Nov-20,Nan,Nan,Nan,Nan,Nan,6255,29816205,500567,30323027
17-Nov-20,Nan,Nan,Nan,Nan,Nan,6084,29817029,500625,30323738
18-Nov-20,Nan,Nan,Nan,Nan,Nan,5917,29817830,500682,30324429
19-Nov-20,Nan,Nan,Nan,Nan,Nan,5754,29818610,500737,30325101
20-Nov-20,Nan,Nan,Nan,Nan,Nan,5595,29819367,500790,30325752
21-Nov-20,Nan,Nan,Nan,Nan,Nan,5441,29820104,500843,30326388
22-Nov-20,Nan,Nan,Nan,Nan,Nan,5290,29820821,500894,30327005
23-Nov-20,Nan,Nan,Nan,Nan,Nan,5144,29821518,500943,30327605
24-Nov-20,Nan,Nan,Nan,Nan,Nan,5002,29822195,500991,30328188
25-Nov-20,Nan,Nan,Nan,Nan,Nan,4863,29822854,501038,30328755
26-Nov-20,Nan,Nan,Nan,Nan,Nan,4728,29823495,501084,30329307
27-Nov-20,Nan,Nan,Nan,Nan,Nan,4596,29824117,501128,30329841
28-Nov-20,Nan,Nan,Nan,Nan,Nan,4469,29824723,501172,30330364
29-Nov-20,Nan,Nan,Nan,Nan,Nan,4344,29825311,501214,30330869
30-Nov-20,Nan,Nan,Nan,Nan,Nan,4223,29825883,501255,30331361
1-Dec-20,Nan,Nan,Nan,Nan,Nan,4105,29826439,501295,30331839
2-Dec-20,Nan,Nan,Nan,Nan,Nan,3990,29826980,501333,30332303
3-Dec-20,Nan,Nan,Nan,Nan,Nan,3879,29827506,501371,30332756
4-Dec-20,Nan,Nan,Nan,Nan,Nan,3770,29828017,501408,30333195
5-Dec-20,Nan,Nan,Nan,Nan,Nan,3665,29828513,501443,30333621
6-Dec-20,Nan,Nan,Nan,Nan,Nan,3562,29828996,501478,30334036
7-Dec-20,Nan,Nan,Nan,Nan,Nan,3462,29829465,501512,30334439
8-Dec-20,Nan,Nan,Nan,Nan,Nan,3365,29829921,501544,30334830
9-Dec-20,Nan,Nan,Nan,Nan,Nan,3270,29830364,501576,30335210
10-Dec-20,Nan,Nan,Nan,Nan,Nan,3178,29830795,501607,30335580
11-Dec-20,Nan,Nan,Nan,Nan,Nan,3089,29831213,501638,30335940
12-Dec-20,Nan,Nan,Nan,Nan,Nan,3002,29831620,501667,30336289
13-Dec-20,Nan,Nan,Nan,Nan,Nan,2917,29832016,501695,30336628
14-Dec-20,Nan,Nan,Nan,Nan,Nan,2835,29832400,501723,30336958
15-Dec-20,Nan,Nan,Nan,Nan,Nan,2755,29832773,501750,30337278
16-Dec-20,Nan,Nan,Nan,Nan,Nan,2677,29833136,501776,30337589
17-Dec-20,Nan,Nan,Nan,Nan,Nan,2602,29833489,501802,30337893
18-Dec-20,Nan,Nan,Nan,Nan,Nan,2528,29833831,501827,30338186
19-Dec-20,Nan,Nan,Nan,Nan,Nan,2457,29834164,501851,30338472
20-Dec-20,Nan,Nan,Nan,Nan,Nan,2387,29834488,501874,30338749
21-Dec-20,Nan,Nan,Nan,Nan,Nan,2319,29834802,501897,30339018
22-Dec-20,Nan,Nan,Nan,Nan,Nan,2254,29835108,501919,30339281
23-Dec-20,Nan,Nan,Nan,Nan,Nan,2190,29835405,501941,30339536
24-Dec-20,Nan,Nan,Nan,Nan,Nan,2128,29835693,501961,30339782
25-Dec-20,Nan,Nan,Nan,Nan,Nan,2067,29835973,501982,30340022
26-Dec-20,Nan,Nan,Nan,Nan,Nan,2009,29836246,502002,30340257
27-Dec-20,Nan,Nan,Nan,Nan,Nan,1952,29836510,502021,30340483
28-Dec-20,Nan,Nan,Nan,Nan,Nan,1896,29836767,502039,30340702
29-Dec-20,Nan,Nan,Nan,Nan,Nan,1842,29837017,502058,30340917
30-Dec-20,Nan,Nan,Nan,Nan,Nan,1790,29837260,502075,30341125
31-Dec-20,Nan,Nan,Nan,Nan,Nan,1739,29837495,502092,30341326
1-Jan-21,Nan,Nan,Nan,Nan,Nan,1690,29837724,502109,30341523
2-Jan-21,Nan,Nan,Nan,Nan,Nan,1641,29837947,502125,30341713
3-Jan-21,Nan,Nan,Nan,Nan,Nan,1595,29838163,502141,30341899
4-Jan-21,Nan,Nan,Nan,Nan,Nan,1549,29838373,502156,30342078
5-Jan-21,Nan,Nan,Nan,Nan,Nan,1505,29838577,502171,30342253
6-Jan-21,Nan,Nan,Nan,Nan,Nan,1462,29838775,502186,30342423
7-Jan-21,Nan,Nan,Nan,Nan,Nan,1421,29838968,502200,30342589
8-Jan-21,Nan,Nan,Nan,Nan,Nan,1380,29839155,502213,30342748
9-Jan-21,Nan,Nan,Nan,Nan,Nan,1341,29839337,502226,30342904
10-Jan-21,Nan,Nan,Nan,Nan,Nan,1302,29839513,502239,30343054
11-Jan-21,Nan,Nan,Nan,Nan,Nan,1265,29839685,502252,30343202
12-Jan-21,Nan,Nan,Nan,Nan,Nan,1229,29839851,502264,30343344
13-Jan-21,Nan,Nan,Nan,Nan,Nan,1194,29840013,502276,30343483
14-Jan-21,Nan,Nan,Nan,Nan,Nan,1160,29840171,502287,30343618
15-Jan-21,Nan,Nan,Nan,Nan,Nan,1127,29840323,502298,30343748
16-Jan-21,Nan,Nan,Nan,Nan,Nan,1095,29840472,502309,30343876
17-Jan-21,Nan,Nan,Nan,Nan,Nan,1063,29840616,502320,30343999
18-Jan-21,Nan,Nan,Nan,Nan,Nan,1033,29840756,502330,30344119
19-Jan-21,Nan,Nan,Nan,Nan,Nan,1003,29840892,502340,30344235
20-Jan-21,Nan,Nan,Nan,Nan,Nan,975,29841024,502350,30344349
21-Jan-21,Nan,Nan,Nan,Nan,Nan,947,29841152,502359,30344458
