Date,Infected,Daily_infected,Recovered,Death,Active_infected,Predicted_active_infected,Predicted_total_recovered,Predicted_total_death,Predicted_total_infected
13-Apr-20,73303,1617,45983,4585,22735,299479,487776,6471,793726
14-Apr-20,Nan,Nan,Nan,Nan,Nan,297696,539345,7158,844199
15-Apr-20,Nan,Nan,Nan,Nan,Nan,295960,590731,7844,894535
16-Apr-20,Nan,Nan,Nan,Nan,Nan,294272,641861,8526,944659
17-Apr-20,Nan,Nan,Nan,Nan,Nan,292630,692692,9205,994527
18-Apr-20,Nan,Nan,Nan,Nan,Nan,291035,743196,9880,1044111
19-Apr-20,Nan,Nan,Nan,Nan,Nan,289485,793362,10552,1093399
20-Apr-20,Nan,Nan,Nan,Nan,Nan,287981,843181,11220,1142382
21-Apr-20,Nan,Nan,Nan,Nan,Nan,286521,892654,11884,1191059
22-Apr-20,Nan,Nan,Nan,Nan,Nan,285105,941783,12544,1239432
23-Apr-20,Nan,Nan,Nan,Nan,Nan,283733,990572,13200,1287505
24-Apr-20,Nan,Nan,Nan,Nan,Nan,282404,1039026,13853,1335283
25-Apr-20,Nan,Nan,Nan,Nan,Nan,281117,1087152,14502,1382771
26-Apr-20,Nan,Nan,Nan,Nan,Nan,279871,1134955,15147,1429973
27-Apr-20,Nan,Nan,Nan,Nan,Nan,278666,1182443,15789,1476898
28-Apr-20,Nan,Nan,Nan,Nan,Nan,277501,1229622,16428,1523551
29-Apr-20,Nan,Nan,Nan,Nan,Nan,276374,1276500,17064,1569938
30-Apr-20,Nan,Nan,Nan,Nan,Nan,275286,1323083,17696,1616065
1-May-20,Nan,Nan,Nan,Nan,Nan,274236,1369377,18326,1661939
2-May-20,Nan,Nan,Nan,Nan,Nan,273221,1415391,18953,1707565
3-May-20,Nan,Nan,Nan,Nan,Nan,272242,1461130,19577,1752949
4-May-20,Nan,Nan,Nan,Nan,Nan,271297,1506600,20198,1798095
5-May-20,Nan,Nan,Nan,Nan,Nan,270385,1551809,20817,1843011
6-May-20,Nan,Nan,Nan,Nan,Nan,269505,1596763,21433,1887701
7-May-20,Nan,Nan,Nan,Nan,Nan,268656,1641467,22047,1932170
8-May-20,Nan,Nan,Nan,Nan,Nan,267837,1685929,22658,1976424
9-May-20,Nan,Nan,Nan,Nan,Nan,267047,1730153,23268,2020468
10-May-20,Nan,Nan,Nan,Nan,Nan,266284,1774146,23875,2064305
11-May-20,Nan,Nan,Nan,Nan,Nan,265547,1817914,24480,2107941
12-May-20,Nan,Nan,Nan,Nan,Nan,264834,1861461,25083,2151378
13-May-20,Nan,Nan,Nan,Nan,Nan,264145,1904794,25685,2194624
14-May-20,Nan,Nan,Nan,Nan,Nan,263478,1947916,26284,2237678
15-May-20,Nan,Nan,Nan,Nan,Nan,262832,1990834,26882,2280548
16-May-20,Nan,Nan,Nan,Nan,Nan,262205,2033552,27478,2323235
17-May-20,Nan,Nan,Nan,Nan,Nan,261596,2076075,28073,2365744
18-May-20,Nan,Nan,Nan,Nan,Nan,261003,2118407,28666,2408076
19-May-20,Nan,Nan,Nan,Nan,Nan,260425,2160553,29257,2450235
20-May-20,Nan,Nan,Nan,Nan,Nan,259861,2202516,29847,2492224
21-May-20,Nan,Nan,Nan,Nan,Nan,259309,2244299,30436,2534044
22-May-20,Nan,Nan,Nan,Nan,Nan,258768,2285908,31024,2575700
23-May-20,Nan,Nan,Nan,Nan,Nan,258236,2327345,31610,2617191
24-May-20,Nan,Nan,Nan,Nan,Nan,257712,2368614,32196,2658522
25-May-20,Nan,Nan,Nan,Nan,Nan,257195,2409716,32780,2699691
26-May-20,Nan,Nan,Nan,Nan,Nan,256682,2450656,33363,2740701
27-May-20,Nan,Nan,Nan,Nan,Nan,256174,2491435,33945,2781554
28-May-20,Nan,Nan,Nan,Nan,Nan,255667,2532055,34526,2822248
29-May-20,Nan,Nan,Nan,Nan,Nan,255162,2572520,35106,2862788
30-May-20,Nan,Nan,Nan,Nan,Nan,254656,2612830,35685,2903171
31-May-20,Nan,Nan,Nan,Nan,Nan,254149,2652987,36263,2943399
1-Jun-20,Nan,Nan,Nan,Nan,Nan,253639,2692993,36840,2983472
2-Jun-20,Nan,Nan,Nan,Nan,Nan,253125,2732848,37416,3023389
3-Jun-20,Nan,Nan,Nan,Nan,Nan,252605,2772554,37992,3063151
4-Jun-20,Nan,Nan,Nan,Nan,Nan,252080,2812110,38566,3102756
5-Jun-20,Nan,Nan,Nan,Nan,Nan,251547,2851519,39140,3142206
6-Jun-20,Nan,Nan,Nan,Nan,Nan,251005,2890779,39713,3181497
7-Jun-20,Nan,Nan,Nan,Nan,Nan,250454,2929891,40285,3220630
8-Jun-20,Nan,Nan,Nan,Nan,Nan,249893,2968855,40856,3259604
9-Jun-20,Nan,Nan,Nan,Nan,Nan,249320,3007670,41426,3298416
10-Jun-20,Nan,Nan,Nan,Nan,Nan,248734,3046335,41996,3337065
11-Jun-20,Nan,Nan,Nan,Nan,Nan,248136,3084851,42564,3375551
12-Jun-20,Nan,Nan,Nan,Nan,Nan,247523,3123216,43132,3413871
13-Jun-20,Nan,Nan,Nan,Nan,Nan,246896,3161429,43699,3452024
14-Jun-20,Nan,Nan,Nan,Nan,Nan,246253,3199489,44264,3490006
15-Jun-20,Nan,Nan,Nan,Nan,Nan,245594,3237394,44829,3527817
16-Jun-20,Nan,Nan,Nan,Nan,Nan,244918,3275143,45393,3565454
17-Jun-20,Nan,Nan,Nan,Nan,Nan,244224,3312735,45956,3602915
18-Jun-20,Nan,Nan,Nan,Nan,Nan,243512,3350167,46517,3640196
19-Jun-20,Nan,Nan,Nan,Nan,Nan,242781,3387437,47078,3677296
20-Jun-20,Nan,Nan,Nan,Nan,Nan,242030,3424545,47638,3714213
21-Jun-20,Nan,Nan,Nan,Nan,Nan,241260,3461487,48196,3750943
22-Jun-20,Nan,Nan,Nan,Nan,Nan,240469,3498261,48753,3787483
23-Jun-20,Nan,Nan,Nan,Nan,Nan,239658,3534866,49309,3823833
24-Jun-20,Nan,Nan,Nan,Nan,Nan,238825,3571298,49864,3859987
25-Jun-20,Nan,Nan,Nan,Nan,Nan,237970,3607556,50417,3895943
26-Jun-20,Nan,Nan,Nan,Nan,Nan,237093,3643637,50969,3931699
27-Jun-20,Nan,Nan,Nan,Nan,Nan,236193,3679538,51520,3967251
28-Jun-20,Nan,Nan,Nan,Nan,Nan,235271,3715258,52069,4002598
29-Jun-20,Nan,Nan,Nan,Nan,Nan,234325,3750793,52616,4037734
30-Jun-20,Nan,Nan,Nan,Nan,Nan,233356,3786142,53162,4072660
1-Jul-20,Nan,Nan,Nan,Nan,Nan,232363,3821300,53706,4107369
2-Jul-20,Nan,Nan,Nan,Nan,Nan,231345,3856267,54249,4141861
3-Jul-20,Nan,Nan,Nan,Nan,Nan,230303,3891039,54790,4176132
4-Jul-20,Nan,Nan,Nan,Nan,Nan,229237,3925614,55329,4210180
5-Jul-20,Nan,Nan,Nan,Nan,Nan,228146,3959988,55866,4244000
6-Jul-20,Nan,Nan,Nan,Nan,Nan,227029,3994161,56402,4277592
7-Jul-20,Nan,Nan,Nan,Nan,Nan,225888,4028128,56935,4310951
8-Jul-20,Nan,Nan,Nan,Nan,Nan,224721,4061888,57466,4344075
9-Jul-20,Nan,Nan,Nan,Nan,Nan,223529,4095438,57996,4376963
10-Jul-20,Nan,Nan,Nan,Nan,Nan,222312,4128775,58523,4409610
11-Jul-20,Nan,Nan,Nan,Nan,Nan,221069,4161897,59048,4442014
12-Jul-20,Nan,Nan,Nan,Nan,Nan,219800,4194801,59570,4474171
13-Jul-20,Nan,Nan,Nan,Nan,Nan,218506,4227486,60090,4506082
14-Jul-20,Nan,Nan,Nan,Nan,Nan,217187,4259949,60608,4537744
15-Jul-20,Nan,Nan,Nan,Nan,Nan,215842,4292187,61124,4569153
16-Jul-20,Nan,Nan,Nan,Nan,Nan,214473,4324198,61637,4600308
17-Jul-20,Nan,Nan,Nan,Nan,Nan,213078,4355980,62147,4631205
18-Jul-20,Nan,Nan,Nan,Nan,Nan,211658,4387530,62655,4661843
19-Jul-20,Nan,Nan,Nan,Nan,Nan,210214,4418847,63160,4692221
20-Jul-20,Nan,Nan,Nan,Nan,Nan,208746,4449929,63662,4722337
21-Jul-20,Nan,Nan,Nan,Nan,Nan,207253,4480772,64162,4752187
22-Jul-20,Nan,Nan,Nan,Nan,Nan,205737,4511376,64658,4781771
23-Jul-20,Nan,Nan,Nan,Nan,Nan,204198,4541739,65152,4811089
24-Jul-20,Nan,Nan,Nan,Nan,Nan,202636,4571857,65642,4840135
25-Jul-20,Nan,Nan,Nan,Nan,Nan,201051,4601730,66130,4868911
26-Jul-20,Nan,Nan,Nan,Nan,Nan,199445,4631356,66614,4897415
27-Jul-20,Nan,Nan,Nan,Nan,Nan,197817,4660732,67096,4925645
28-Jul-20,Nan,Nan,Nan,Nan,Nan,196168,4689858,67574,4953600
29-Jul-20,Nan,Nan,Nan,Nan,Nan,194500,4718731,68049,4981280
30-Jul-20,Nan,Nan,Nan,Nan,Nan,192812,4747351,68520,5008683
31-Jul-20,Nan,Nan,Nan,Nan,Nan,191105,4775714,68988,5035807
1-Aug-20,Nan,Nan,Nan,Nan,Nan,189380,4803821,69453,5062654
2-Aug-20,Nan,Nan,Nan,Nan,Nan,187637,4831669,69914,5089220
3-Aug-20,Nan,Nan,Nan,Nan,Nan,185878,4859258,70371,5115507
4-Aug-20,Nan,Nan,Nan,Nan,Nan,184103,4886585,70825,5141513
5-Aug-20,Nan,Nan,Nan,Nan,Nan,182313,4913650,71276,5167239
6-Aug-20,Nan,Nan,Nan,Nan,Nan,180509,4940452,71722,5192683
7-Aug-20,Nan,Nan,Nan,Nan,Nan,178691,4966990,72165,5217846
8-Aug-20,Nan,Nan,Nan,Nan,Nan,176861,4993262,72604,5242727
9-Aug-20,Nan,Nan,Nan,Nan,Nan,175019,5019268,73040,5267327
10-Aug-20,Nan,Nan,Nan,Nan,Nan,173167,5045007,73471,5291645
11-Aug-20,Nan,Nan,Nan,Nan,Nan,171305,5070479,73899,5315683
12-Aug-20,Nan,Nan,Nan,Nan,Nan,169434,5095682,74322,5339438
13-Aug-20,Nan,Nan,Nan,Nan,Nan,167555,5120616,74742,5362913
14-Aug-20,Nan,Nan,Nan,Nan,Nan,165669,5145281,75157,5386107
15-Aug-20,Nan,Nan,Nan,Nan,Nan,163777,5169676,75569,5409022
16-Aug-20,Nan,Nan,Nan,Nan,Nan,161880,5193801,75976,5431657
17-Aug-20,Nan,Nan,Nan,Nan,Nan,159979,5217656,76379,5454014
18-Aug-20,Nan,Nan,Nan,Nan,Nan,158074,5241241,76779,5476094
19-Aug-20,Nan,Nan,Nan,Nan,Nan,156168,5264554,77174,5497896
20-Aug-20,Nan,Nan,Nan,Nan,Nan,154259,5287598,77564,5519421
21-Aug-20,Nan,Nan,Nan,Nan,Nan,152351,5310371,77951,5540673
22-Aug-20,Nan,Nan,Nan,Nan,Nan,150443,5332874,78334,5561651
23-Aug-20,Nan,Nan,Nan,Nan,Nan,148536,5355108,78712,5582356
24-Aug-20,Nan,Nan,Nan,Nan,Nan,146631,5377072,79086,5602789
25-Aug-20,Nan,Nan,Nan,Nan,Nan,144729,5398767,79455,5622951
26-Aug-20,Nan,Nan,Nan,Nan,Nan,142832,5420194,79821,5642847
27-Aug-20,Nan,Nan,Nan,Nan,Nan,140939,5441353,80182,5662474
28-Aug-20,Nan,Nan,Nan,Nan,Nan,139051,5462245,80539,5681835
29-Aug-20,Nan,Nan,Nan,Nan,Nan,137170,5482872,80891,5700933
30-Aug-20,Nan,Nan,Nan,Nan,Nan,135296,5503233,81239,5719768
31-Aug-20,Nan,Nan,Nan,Nan,Nan,133430,5523329,81583,5738342
1-Sep-20,Nan,Nan,Nan,Nan,Nan,131572,5543163,81923,5756658
2-Sep-20,Nan,Nan,Nan,Nan,Nan,129724,5562735,82259,5774718
3-Sep-20,Nan,Nan,Nan,Nan,Nan,127886,5582046,82590,5792522
4-Sep-20,Nan,Nan,Nan,Nan,Nan,126058,5601097,82916,5810071
5-Sep-20,Nan,Nan,Nan,Nan,Nan,124242,5619891,83239,5827372
6-Sep-20,Nan,Nan,Nan,Nan,Nan,122437,5638428,83557,5844422
7-Sep-20,Nan,Nan,Nan,Nan,Nan,120645,5656709,83871,5861225
8-Sep-20,Nan,Nan,Nan,Nan,Nan,118865,5674737,84181,5877783
9-Sep-20,Nan,Nan,Nan,Nan,Nan,117099,5692514,84487,5894100
10-Sep-20,Nan,Nan,Nan,Nan,Nan,115348,5710040,84789,5910177
11-Sep-20,Nan,Nan,Nan,Nan,Nan,113610,5727317,85086,5926013
12-Sep-20,Nan,Nan,Nan,Nan,Nan,111887,5744348,85379,5941614
13-Sep-20,Nan,Nan,Nan,Nan,Nan,110180,5761134,85668,5956982
14-Sep-20,Nan,Nan,Nan,Nan,Nan,108489,5777678,85953,5972120
15-Sep-20,Nan,Nan,Nan,Nan,Nan,106813,5793980,86234,5987027
16-Sep-20,Nan,Nan,Nan,Nan,Nan,105154,5810044,86511,6001709
17-Sep-20,Nan,Nan,Nan,Nan,Nan,103511,5825871,86784,6016166
18-Sep-20,Nan,Nan,Nan,Nan,Nan,101886,5841463,87052,6030401
19-Sep-20,Nan,Nan,Nan,Nan,Nan,100278,5856823,87317,6044418
20-Sep-20,Nan,Nan,Nan,Nan,Nan,98687,5871953,87578,6058218
21-Sep-20,Nan,Nan,Nan,Nan,Nan,97114,5886854,87835,6071803
22-Sep-20,Nan,Nan,Nan,Nan,Nan,95559,5901530,88088,6085177
23-Sep-20,Nan,Nan,Nan,Nan,Nan,94022,5915983,88338,6098343
24-Sep-20,Nan,Nan,Nan,Nan,Nan,92504,5930214,88583,6111301
25-Sep-20,Nan,Nan,Nan,Nan,Nan,91004,5944227,88825,6124056
26-Sep-20,Nan,Nan,Nan,Nan,Nan,89522,5958023,89063,6136608
27-Sep-20,Nan,Nan,Nan,Nan,Nan,88059,5971605,89298,6148962
28-Sep-20,Nan,Nan,Nan,Nan,Nan,86615,5984975,89528,6161118
29-Sep-20,Nan,Nan,Nan,Nan,Nan,85190,5998137,89755,6173082
30-Sep-20,Nan,Nan,Nan,Nan,Nan,83783,6011091,89979,6184853
1-Oct-20,Nan,Nan,Nan,Nan,Nan,82395,6023841,90199,6196435
2-Oct-20,Nan,Nan,Nan,Nan,Nan,81027,6036390,90416,6207833
3-Oct-20,Nan,Nan,Nan,Nan,Nan,79677,6048739,90629,6219045
4-Oct-20,Nan,Nan,Nan,Nan,Nan,78346,6060891,90839,6230076
5-Oct-20,Nan,Nan,Nan,Nan,Nan,77033,6072849,91045,6240927
6-Oct-20,Nan,Nan,Nan,Nan,Nan,75740,6084616,91248,6251604
7-Oct-20,Nan,Nan,Nan,Nan,Nan,74465,6096192,91448,6262105
8-Oct-20,Nan,Nan,Nan,Nan,Nan,73210,6107582,91644,6272436
9-Oct-20,Nan,Nan,Nan,Nan,Nan,71972,6118788,91837,6282597
10-Oct-20,Nan,Nan,Nan,Nan,Nan,70753,6129811,92028,6292592
11-Oct-20,Nan,Nan,Nan,Nan,Nan,69553,6140655,92215,6302423
12-Oct-20,Nan,Nan,Nan,Nan,Nan,68371,6151322,92399,6312092
13-Oct-20,Nan,Nan,Nan,Nan,Nan,67207,6161815,92580,6321602
14-Oct-20,Nan,Nan,Nan,Nan,Nan,66061,6172136,92757,6330954
15-Oct-20,Nan,Nan,Nan,Nan,Nan,64934,6182287,92932,6340153
16-Oct-20,Nan,Nan,Nan,Nan,Nan,63824,6192271,93105,6349200
17-Oct-20,Nan,Nan,Nan,Nan,Nan,62731,6202090,93274,6358095
18-Oct-20,Nan,Nan,Nan,Nan,Nan,61656,6211747,93440,6366843
19-Oct-20,Nan,Nan,Nan,Nan,Nan,60599,6221243,93604,6375446
20-Oct-20,Nan,Nan,Nan,Nan,Nan,59559,6230583,93765,6383907
21-Oct-20,Nan,Nan,Nan,Nan,Nan,58535,6239767,93923,6392225
22-Oct-20,Nan,Nan,Nan,Nan,Nan,57529,6248798,94078,6400405
23-Oct-20,Nan,Nan,Nan,Nan,Nan,56539,6257679,94231,6408449
24-Oct-20,Nan,Nan,Nan,Nan,Nan,55566,6266411,94382,6416359
25-Oct-20,Nan,Nan,Nan,Nan,Nan,54609,6274998,94529,6424136
26-Oct-20,Nan,Nan,Nan,Nan,Nan,53668,6283440,94675,6431783
27-Oct-20,Nan,Nan,Nan,Nan,Nan,52743,6291742,94817,6439302
28-Oct-20,Nan,Nan,Nan,Nan,Nan,51833,6299904,94958,6446695
29-Oct-20,Nan,Nan,Nan,Nan,Nan,50939,6307929,95096,6453964
30-Oct-20,Nan,Nan,Nan,Nan,Nan,50061,6315819,95232,6461112
31-Oct-20,Nan,Nan,Nan,Nan,Nan,49197,6323577,95365,6468139
1-Nov-20,Nan,Nan,Nan,Nan,Nan,48349,6331203,95496,6475048
2-Nov-20,Nan,Nan,Nan,Nan,Nan,47515,6338702,95625,6481842
3-Nov-20,Nan,Nan,Nan,Nan,Nan,46696,6346074,95752,6488522
4-Nov-20,Nan,Nan,Nan,Nan,Nan,45891,6353322,95876,6495089
5-Nov-20,Nan,Nan,Nan,Nan,Nan,45100,6360447,95998,6501545
6-Nov-20,Nan,Nan,Nan,Nan,Nan,44323,6367452,96119,6507894
7-Nov-20,Nan,Nan,Nan,Nan,Nan,43560,6374339,96237,6514136
8-Nov-20,Nan,Nan,Nan,Nan,Nan,42810,6381109,96353,6520272
9-Nov-20,Nan,Nan,Nan,Nan,Nan,42074,6387765,96468,6526307
10-Nov-20,Nan,Nan,Nan,Nan,Nan,41350,6394308,96580,6532238
11-Nov-20,Nan,Nan,Nan,Nan,Nan,40640,6400741,96690,6538071
12-Nov-20,Nan,Nan,Nan,Nan,Nan,39942,6407065,96799,6543806
13-Nov-20,Nan,Nan,Nan,Nan,Nan,39257,6413282,96905,6549444
14-Nov-20,Nan,Nan,Nan,Nan,Nan,38584,6419393,97010,6554987
15-Nov-20,Nan,Nan,Nan,Nan,Nan,37923,6425402,97113,6560438
16-Nov-20,Nan,Nan,Nan,Nan,Nan,37274,6431309,97214,6565797
17-Nov-20,Nan,Nan,Nan,Nan,Nan,36636,6437115,97314,6571065
18-Nov-20,Nan,Nan,Nan,Nan,Nan,36010,6442824,97412,6576246
19-Nov-20,Nan,Nan,Nan,Nan,Nan,35396,6448436,97508,6581340
20-Nov-20,Nan,Nan,Nan,Nan,Nan,34792,6453953,97603,6586348
21-Nov-20,Nan,Nan,Nan,Nan,Nan,34200,6459377,97696,6591273
22-Nov-20,Nan,Nan,Nan,Nan,Nan,33618,6464710,97787,6596115
23-Nov-20,Nan,Nan,Nan,Nan,Nan,33047,6469952,97877,6600876
24-Nov-20,Nan,Nan,Nan,Nan,Nan,32486,6475106,97965,6605557
25-Nov-20,Nan,Nan,Nan,Nan,Nan,31935,6480172,98052,6610159
26-Nov-20,Nan,Nan,Nan,Nan,Nan,31395,6485154,98137,6614686
27-Nov-20,Nan,Nan,Nan,Nan,Nan,30864,6490051,98221,6619136
28-Nov-20,Nan,Nan,Nan,Nan,Nan,30343,6494866,98303,6623512
29-Nov-20,Nan,Nan,Nan,Nan,Nan,29831,6499599,98384,6627814
30-Nov-20,Nan,Nan,Nan,Nan,Nan,29329,6504253,98464,6632046
1-Dec-20,Nan,Nan,Nan,Nan,Nan,28836,6508829,98543,6636208
2-Dec-20,Nan,Nan,Nan,Nan,Nan,28352,6513328,98620,6640300
3-Dec-20,Nan,Nan,Nan,Nan,Nan,27877,6517751,98695,6644323
4-Dec-20,Nan,Nan,Nan,Nan,Nan,27410,6522099,98770,6648279
5-Dec-20,Nan,Nan,Nan,Nan,Nan,26952,6526375,98843,6652170
6-Dec-20,Nan,Nan,Nan,Nan,Nan,26502,6530580,98915,6655997
7-Dec-20,Nan,Nan,Nan,Nan,Nan,26061,6534713,98986,6659760
8-Dec-20,Nan,Nan,Nan,Nan,Nan,25628,6538778,99055,6663461
9-Dec-20,Nan,Nan,Nan,Nan,Nan,25202,6542775,99124,6667101
10-Dec-20,Nan,Nan,Nan,Nan,Nan,24784,6546704,99191,6670679
11-Dec-20,Nan,Nan,Nan,Nan,Nan,24374,6550568,99257,6674199
12-Dec-20,Nan,Nan,Nan,Nan,Nan,23972,6554368,99322,6677662
13-Dec-20,Nan,Nan,Nan,Nan,Nan,23576,6558105,99386,6681067
14-Dec-20,Nan,Nan,Nan,Nan,Nan,23188,6561779,99449,6684416
15-Dec-20,Nan,Nan,Nan,Nan,Nan,22807,6565392,99511,6687710
16-Dec-20,Nan,Nan,Nan,Nan,Nan,22433,6568945,99572,6690950
17-Dec-20,Nan,Nan,Nan,Nan,Nan,22066,6572439,99631,6694136
18-Dec-20,Nan,Nan,Nan,Nan,Nan,21706,6575875,99690,6697271
19-Dec-20,Nan,Nan,Nan,Nan,Nan,21352,6579254,99748,6700354
20-Dec-20,Nan,Nan,Nan,Nan,Nan,21004,6582577,99805,6703386
21-Dec-20,Nan,Nan,Nan,Nan,Nan,20663,6585846,99861,6706370
22-Dec-20,Nan,Nan,Nan,Nan,Nan,20328,6589060,99916,6709304
23-Dec-20,Nan,Nan,Nan,Nan,Nan,19999,6592221,99970,6712190
24-Dec-20,Nan,Nan,Nan,Nan,Nan,19676,6595331,100024,6715031
25-Dec-20,Nan,Nan,Nan,Nan,Nan,19359,6598389,100076,6717824
26-Dec-20,Nan,Nan,Nan,Nan,Nan,19047,6601396,100128,6720571
27-Dec-20,Nan,Nan,Nan,Nan,Nan,18741,6604355,100178,6723274
28-Dec-20,Nan,Nan,Nan,Nan,Nan,18441,6607265,100228,6725934
29-Dec-20,Nan,Nan,Nan,Nan,Nan,18146,6610127,100277,6728550
30-Dec-20,Nan,Nan,Nan,Nan,Nan,17856,6612942,100326,6731124
31-Dec-20,Nan,Nan,Nan,Nan,Nan,17572,6615712,100373,6733657
1-Jan-21,Nan,Nan,Nan,Nan,Nan,17293,6618436,100420,6736149
2-Jan-21,Nan,Nan,Nan,Nan,Nan,17019,6621116,100466,6738601
3-Jan-21,Nan,Nan,Nan,Nan,Nan,16749,6623752,100511,6741012
4-Jan-21,Nan,Nan,Nan,Nan,Nan,16485,6626345,100556,6743386
5-Jan-21,Nan,Nan,Nan,Nan,Nan,16225,6628896,100599,6745720
6-Jan-21,Nan,Nan,Nan,Nan,Nan,15970,6631406,100643,6748019
7-Jan-21,Nan,Nan,Nan,Nan,Nan,15719,6633876,100685,6750280
8-Jan-21,Nan,Nan,Nan,Nan,Nan,15473,6636305,100727,6752505
9-Jan-21,Nan,Nan,Nan,Nan,Nan,15231,6638695,100768,6754694
10-Jan-21,Nan,Nan,Nan,Nan,Nan,14994,6641047,100808,6756849
11-Jan-21,Nan,Nan,Nan,Nan,Nan,14760,6643360,100848,6758968
12-Jan-21,Nan,Nan,Nan,Nan,Nan,14531,6645637,100887,6761055
13-Jan-21,Nan,Nan,Nan,Nan,Nan,14306,6647877,100926,6763109
14-Jan-21,Nan,Nan,Nan,Nan,Nan,14085,6650081,100964,6765130
15-Jan-21,Nan,Nan,Nan,Nan,Nan,13868,6652249,101001,6767118
16-Jan-21,Nan,Nan,Nan,Nan,Nan,13654,6654383,101038,6769075
17-Jan-21,Nan,Nan,Nan,Nan,Nan,13445,6656483,101074,6771002
18-Jan-21,Nan,Nan,Nan,Nan,Nan,13239,6658550,101110,6772899
19-Jan-21,Nan,Nan,Nan,Nan,Nan,13036,6660583,101145,6774764
20-Jan-21,Nan,Nan,Nan,Nan,Nan,12838,6662584,101179,6776601
21-Jan-21,Nan,Nan,Nan,Nan,Nan,12642,6664554,101213,6778409
22-Jan-21,Nan,Nan,Nan,Nan,Nan,12450,6666492,101247,6780189
