Date,Infected,Daily_infected,Recovered,Death,Active_infected,Predicted_active_infected,Predicted_total_recovered,Predicted_total_death,Predicted_total_infected
12-Apr-20,Nan,Nan,Nan,Nan,Nan,55079,34230,3244,92553
13-Apr-20,Nan,Nan,Nan,Nan,Nan,58572,36630,3310,98512
14-Apr-20,Nan,Nan,Nan,Nan,Nan,62285,39182,3380,104847
15-Apr-20,Nan,Nan,Nan,Nan,Nan,66233,41896,3455,111584
16-Apr-20,Nan,Nan,Nan,Nan,Nan,70431,44782,3535,118748
17-Apr-20,Nan,Nan,Nan,Nan,Nan,74895,47850,3620,126365
18-Apr-20,Nan,Nan,Nan,Nan,Nan,79640,51114,3710,134464
19-Apr-20,Nan,Nan,Nan,Nan,Nan,84685,54584,3806,143075
20-Apr-20,Nan,Nan,Nan,Nan,Nan,90049,58273,3908,152230
21-Apr-20,Nan,Nan,Nan,Nan,Nan,95751,62197,4016,161964
22-Apr-20,Nan,Nan,Nan,Nan,Nan,101814,66369,4132,172315
23-Apr-20,Nan,Nan,Nan,Nan,Nan,108258,70805,4254,183317
24-Apr-20,Nan,Nan,Nan,Nan,Nan,115109,75522,4385,195016
25-Apr-20,Nan,Nan,Nan,Nan,Nan,122392,80537,4523,207452
26-Apr-20,Nan,Nan,Nan,Nan,Nan,130133,85870,4671,220674
27-Apr-20,Nan,Nan,Nan,Nan,Nan,138362,91540,4827,234729
28-Apr-20,Nan,Nan,Nan,Nan,Nan,147108,97568,4994,249670
29-Apr-20,Nan,Nan,Nan,Nan,Nan,156405,103978,5171,265554
30-Apr-20,Nan,Nan,Nan,Nan,Nan,166285,110792,5360,282437
1-May-20,Nan,Nan,Nan,Nan,Nan,176786,118037,5560,300383
2-May-20,Nan,Nan,Nan,Nan,Nan,187945,125740,5773,319458
3-May-20,Nan,Nan,Nan,Nan,Nan,199805,133929,5999,339733
4-May-20,Nan,Nan,Nan,Nan,Nan,212407,142635,6240,361282
5-May-20,Nan,Nan,Nan,Nan,Nan,225797,151889,6495,384181
6-May-20,Nan,Nan,Nan,Nan,Nan,240025,161727,6767,408519
7-May-20,Nan,Nan,Nan,Nan,Nan,255142,172185,7056,434383
8-May-20,Nan,Nan,Nan,Nan,Nan,271201,183302,7363,461866
9-May-20,Nan,Nan,Nan,Nan,Nan,288261,195118,7690,491069
10-May-20,Nan,Nan,Nan,Nan,Nan,306384,207678,8037,522099
11-May-20,Nan,Nan,Nan,Nan,Nan,325632,221027,8406,555065
12-May-20,Nan,Nan,Nan,Nan,Nan,346075,235215,8798,590088
13-May-20,Nan,Nan,Nan,Nan,Nan,367786,250294,9215,627295
14-May-20,Nan,Nan,Nan,Nan,Nan,390839,266318,9658,666815
15-May-20,Nan,Nan,Nan,Nan,Nan,415317,283348,10128,708793
16-May-20,Nan,Nan,Nan,Nan,Nan,441304,301443,10628,753375
17-May-20,Nan,Nan,Nan,Nan,Nan,468891,320671,11160,800722
18-May-20,Nan,Nan,Nan,Nan,Nan,498172,341101,11725,850998
19-May-20,Nan,Nan,Nan,Nan,Nan,529248,362806,12324,904378
20-May-20,Nan,Nan,Nan,Nan,Nan,562224,385866,12962,961052
21-May-20,Nan,Nan,Nan,Nan,Nan,597211,410362,13639,1021212
22-May-20,Nan,Nan,Nan,Nan,Nan,634328,436383,14358,1085069
23-May-20,Nan,Nan,Nan,Nan,Nan,673696,464021,15122,1152839
24-May-20,Nan,Nan,Nan,Nan,Nan,715445,493374,15933,1224752
25-May-20,Nan,Nan,Nan,Nan,Nan,759712,524547,16794,1301053
26-May-20,Nan,Nan,Nan,Nan,Nan,806640,557648,17709,1381997
27-May-20,Nan,Nan,Nan,Nan,Nan,856378,592793,18681,1467852
28-May-20,Nan,Nan,Nan,Nan,Nan,909083,630106,19712,1558901
29-May-20,Nan,Nan,Nan,Nan,Nan,964920,669715,20806,1655441
30-May-20,Nan,Nan,Nan,Nan,Nan,1024061,711757,21968,1757786
31-May-20,Nan,Nan,Nan,Nan,Nan,1086684,756376,23201,1866261
1-Jun-20,Nan,Nan,Nan,Nan,Nan,1152977,803723,24510,1981210
2-Jun-20,Nan,Nan,Nan,Nan,Nan,1223136,853959,25898,2102993
3-Jun-20,Nan,Nan,Nan,Nan,Nan,1297361,907252,27371,2231984
4-Jun-20,Nan,Nan,Nan,Nan,Nan,1375864,963778,28933,2368575
5-Jun-20,Nan,Nan,Nan,Nan,Nan,1458864,1023725,30590,2513179
6-Jun-20,Nan,Nan,Nan,Nan,Nan,1546584,1087289,32347,2666220
7-Jun-20,Nan,Nan,Nan,Nan,Nan,1639259,1154674,34209,2828142
8-Jun-20,Nan,Nan,Nan,Nan,Nan,1737127,1226098,36183,2999408
9-Jun-20,Nan,Nan,Nan,Nan,Nan,1840436,1301785,38275,3180496
10-Jun-20,Nan,Nan,Nan,Nan,Nan,1949438,1381974,40491,3371903
11-Jun-20,Nan,Nan,Nan,Nan,Nan,2064390,1466912,42838,3574140
12-Jun-20,Nan,Nan,Nan,Nan,Nan,2185555,1556858,45324,3787737
13-Jun-20,Nan,Nan,Nan,Nan,Nan,2313200,1652084,47956,4013240
14-Jun-20,Nan,Nan,Nan,Nan,Nan,2447593,1752871,50741,4251205
15-Jun-20,Nan,Nan,Nan,Nan,Nan,2589007,1859514,53689,4502210
16-Jun-20,Nan,Nan,Nan,Nan,Nan,2737710,1972318,56806,4766834
17-Jun-20,Nan,Nan,Nan,Nan,Nan,2893975,2091601,60103,5045679
18-Jun-20,Nan,Nan,Nan,Nan,Nan,3058065,2217693,63588,5339346
19-Jun-20,Nan,Nan,Nan,Nan,Nan,3230245,2350935,67270,5648450
20-Jun-20,Nan,Nan,Nan,Nan,Nan,3410766,2491678,71160,5973604
21-Jun-20,Nan,Nan,Nan,Nan,Nan,3599875,2640287,75267,6315429
22-Jun-20,Nan,Nan,Nan,Nan,Nan,3797803,2797135,79602,6674540
23-Jun-20,Nan,Nan,Nan,Nan,Nan,4004767,2962607,84175,7051549
24-Jun-20,Nan,Nan,Nan,Nan,Nan,4220966,3137097,88997,7447060
25-Jun-20,Nan,Nan,Nan,Nan,Nan,4446577,3321006,94080,7861663
26-Jun-20,Nan,Nan,Nan,Nan,Nan,4681750,3514746,99434,8295930
27-Jun-20,Nan,Nan,Nan,Nan,Nan,4926609,3718732,105072,8750413
28-Jun-20,Nan,Nan,Nan,Nan,Nan,5181243,3933386,111004,9225633
29-Jun-20,Nan,Nan,Nan,Nan,Nan,5445705,4159136,117243,9722084
30-Jun-20,Nan,Nan,Nan,Nan,Nan,5720005,4396407,123801,10240213
1-Jul-20,Nan,Nan,Nan,Nan,Nan,6004110,4645631,130688,10780429
2-Jul-20,Nan,Nan,Nan,Nan,Nan,6297934,4907233,137918,11343085
3-Jul-20,Nan,Nan,Nan,Nan,Nan,6601341,5181637,145502,11928480
4-Jul-20,Nan,Nan,Nan,Nan,Nan,6914133,5469260,153451,12536844
5-Jul-20,Nan,Nan,Nan,Nan,Nan,7236051,5770512,161777,13168340
6-Jul-20,Nan,Nan,Nan,Nan,Nan,7566771,6085791,170490,13823052
7-Jul-20,Nan,Nan,Nan,Nan,Nan,7905901,6415478,179601,14500980
8-Jul-20,Nan,Nan,Nan,Nan,Nan,8252973,6759942,189121,15202036
9-Jul-20,Nan,Nan,Nan,Nan,Nan,8607450,7119528,199059,15926037
10-Jul-20,Nan,Nan,Nan,Nan,Nan,8968715,7494559,209424,16672698
11-Jul-20,Nan,Nan,Nan,Nan,Nan,9336077,7885330,220223,17441630
12-Jul-20,Nan,Nan,Nan,Nan,Nan,9708768,8292107,231466,18232341
13-Jul-20,Nan,Nan,Nan,Nan,Nan,10085944,8715123,243156,19044223
14-Jul-20,Nan,Nan,Nan,Nan,Nan,10466687,9154572,255301,19876560
15-Jul-20,Nan,Nan,Nan,Nan,Nan,10850009,9610611,267905,20728525
16-Jul-20,Nan,Nan,Nan,Nan,Nan,11234856,10083351,280970,21599177
17-Jul-20,Nan,Nan,Nan,Nan,Nan,11620110,10572859,294498,22487467
18-Jul-20,Nan,Nan,Nan,Nan,Nan,12004602,11079153,308491,23392246
19-Jul-20,Nan,Nan,Nan,Nan,Nan,12387112,11602199,322946,24312257
20-Jul-20,Nan,Nan,Nan,Nan,Nan,12766382,12141911,337862,25246155
21-Jul-20,Nan,Nan,Nan,Nan,Nan,13141124,12698149,353235,26192508
22-Jul-20,Nan,Nan,Nan,Nan,Nan,13510030,13270714,369059,27149803
23-Jul-20,Nan,Nan,Nan,Nan,Nan,13871784,13859352,385327,28116463
24-Jul-20,Nan,Nan,Nan,Nan,Nan,14225071,14463752,402031,29090854
25-Jul-20,Nan,Nan,Nan,Nan,Nan,14568591,15083545,419160,30071296
26-Jul-20,Nan,Nan,Nan,Nan,Nan,14901069,15718306,436702,31056077
27-Jul-20,Nan,Nan,Nan,Nan,Nan,15221270,16367552,454646,32043468
28-Jul-20,Nan,Nan,Nan,Nan,Nan,15528004,17030750,472974,33031728
29-Jul-20,Nan,Nan,Nan,Nan,Nan,15820145,17707313,491672,34019130
30-Jul-20,Nan,Nan,Nan,Nan,Nan,16096636,18396604,510722,35003962
31-Jul-20,Nan,Nan,Nan,Nan,Nan,16356497,19097942,530105,35984544
1-Aug-20,Nan,Nan,Nan,Nan,Nan,16598841,19810603,549801,36959245
2-Aug-20,Nan,Nan,Nan,Nan,Nan,16822872,20533822,569788,37926482
3-Aug-20,Nan,Nan,Nan,Nan,Nan,17027899,21266803,590046,38884748
4-Aug-20,Nan,Nan,Nan,Nan,Nan,17213335,22008716,610550,39832601
5-Aug-20,Nan,Nan,Nan,Nan,Nan,17378702,22758709,631277,40768688
6-Aug-20,Nan,Nan,Nan,Nan,Nan,17523634,23515908,652204,41691746
7-Aug-20,Nan,Nan,Nan,Nan,Nan,17647877,24279421,673305,42600603
8-Aug-20,Nan,Nan,Nan,Nan,Nan,17751287,25048347,694556,43494190
9-Aug-20,Nan,Nan,Nan,Nan,Nan,17833829,25821779,715931,44371539
10-Aug-20,Nan,Nan,Nan,Nan,Nan,17895573,26598808,737406,45231787
11-Aug-20,Nan,Nan,Nan,Nan,Nan,17936690,27378526,758955,46074171
12-Aug-20,Nan,Nan,Nan,Nan,Nan,17957446,28160036,780553,46898035
13-Aug-20,Nan,Nan,Nan,Nan,Nan,17958197,28942451,802177,47702825
14-Aug-20,Nan,Nan,Nan,Nan,Nan,17939383,29724898,823801,48488082
15-Aug-20,Nan,Nan,Nan,Nan,Nan,17901517,30506525,845403,49253445
16-Aug-20,Nan,Nan,Nan,Nan,Nan,17845184,31286503,866959,49998646
17-Aug-20,Nan,Nan,Nan,Nan,Nan,17771024,32064026,888447,50723497
18-Aug-20,Nan,Nan,Nan,Nan,Nan,17679734,32838318,909846,51427898
19-Aug-20,Nan,Nan,Nan,Nan,Nan,17572054,33608633,931135,52111822
20-Aug-20,Nan,Nan,Nan,Nan,Nan,17448760,34374255,952295,52775310
21-Aug-20,Nan,Nan,Nan,Nan,Nan,17310658,35134506,973306,53418470
22-Aug-20,Nan,Nan,Nan,Nan,Nan,17158577,35888740,994150,54041467
23-Aug-20,Nan,Nan,Nan,Nan,Nan,16993360,36636347,1014812,54644519
24-Aug-20,Nan,Nan,Nan,Nan,Nan,16815860,37376756,1035275,55227891
25-Aug-20,Nan,Nan,Nan,Nan,Nan,16626935,38109431,1055523,55791889
26-Aug-20,Nan,Nan,Nan,Nan,Nan,16427436,38833874,1075545,56336855
27-Aug-20,Nan,Nan,Nan,Nan,Nan,16218212,39549625,1095326,56863163
28-Aug-20,Nan,Nan,Nan,Nan,Nan,16000097,40256261,1114855,57371213
29-Aug-20,Nan,Nan,Nan,Nan,Nan,15773910,40953392,1134122,57861424
30-Aug-20,Nan,Nan,Nan,Nan,Nan,15540453,41640669,1153116,58334238
31-Aug-20,Nan,Nan,Nan,Nan,Nan,15300504,42317774,1171829,58790107
1-Sep-20,Nan,Nan,Nan,Nan,Nan,15054817,42984424,1190253,59229494
2-Sep-20,Nan,Nan,Nan,Nan,Nan,14804119,43640370,1208381,59652870
3-Sep-20,Nan,Nan,Nan,Nan,Nan,14549112,44285392,1226208,60060712
4-Sep-20,Nan,Nan,Nan,Nan,Nan,14290464,44919304,1243727,60453495
5-Sep-20,Nan,Nan,Nan,Nan,Nan,14028815,45541946,1260935,60831696
6-Sep-20,Nan,Nan,Nan,Nan,Nan,13764775,46153189,1277828,61195792
7-Sep-20,Nan,Nan,Nan,Nan,Nan,13498919,46752926,1294403,61546248
8-Sep-20,Nan,Nan,Nan,Nan,Nan,13231793,47341081,1310657,61883531
9-Sep-20,Nan,Nan,Nan,Nan,Nan,12963912,47917596,1326590,62208098
10-Sep-20,Nan,Nan,Nan,Nan,Nan,12695758,48482440,1342201,62520399
11-Sep-20,Nan,Nan,Nan,Nan,Nan,12427782,49035600,1357489,62820871
12-Sep-20,Nan,Nan,Nan,Nan,Nan,12160408,49577085,1372454,63109947
13-Sep-20,Nan,Nan,Nan,Nan,Nan,11894027,50106919,1387097,63388043
14-Sep-20,Nan,Nan,Nan,Nan,Nan,11629004,50625148,1401419,63655571
15-Sep-20,Nan,Nan,Nan,Nan,Nan,11365674,51131829,1415422,63912925
16-Sep-20,Nan,Nan,Nan,Nan,Nan,11104347,51627037,1429108,64160492
17-Sep-20,Nan,Nan,Nan,Nan,Nan,10845308,52110859,1442479,64398646
18-Sep-20,Nan,Nan,Nan,Nan,Nan,10588814,52583394,1455539,64627747
19-Sep-20,Nan,Nan,Nan,Nan,Nan,10335102,53044753,1468289,64848144
20-Sep-20,Nan,Nan,Nan,Nan,Nan,10084386,53495059,1480734,65060179
21-Sep-20,Nan,Nan,Nan,Nan,Nan,9836857,53934440,1492877,65264174
22-Sep-20,Nan,Nan,Nan,Nan,Nan,9592687,54363037,1504722,65460446
23-Sep-20,Nan,Nan,Nan,Nan,Nan,9352029,54780995,1516273,65649297
24-Sep-20,Nan,Nan,Nan,Nan,Nan,9115018,55188467,1527535,65831020
25-Sep-20,Nan,Nan,Nan,Nan,Nan,8881771,55585613,1538511,66005895
26-Sep-20,Nan,Nan,Nan,Nan,Nan,8652389,55972596,1549206,66174191
27-Sep-20,Nan,Nan,Nan,Nan,Nan,8426961,56349584,1559624,66336169
28-Sep-20,Nan,Nan,Nan,Nan,Nan,8205558,56716751,1569772,66492081
29-Sep-20,Nan,Nan,Nan,Nan,Nan,7988240,57074271,1579652,66642163
30-Sep-20,Nan,Nan,Nan,Nan,Nan,7775054,57422323,1589271,66786648
1-Oct-20,Nan,Nan,Nan,Nan,Nan,7566037,57761085,1598634,66925756
2-Oct-20,Nan,Nan,Nan,Nan,Nan,7361214,58090741,1607744,67059699
3-Oct-20,Nan,Nan,Nan,Nan,Nan,7160601,58411473,1616608,67188682
4-Oct-20,Nan,Nan,Nan,Nan,Nan,6964205,58723464,1625231,67312900
5-Oct-20,Nan,Nan,Nan,Nan,Nan,6772025,59026897,1633617,67432539
6-Oct-20,Nan,Nan,Nan,Nan,Nan,6584051,59321958,1641771,67547780
7-Oct-20,Nan,Nan,Nan,Nan,Nan,6400267,59608828,1649700,67658795
8-Oct-20,Nan,Nan,Nan,Nan,Nan,6220652,59887691,1657407,67765750
9-Oct-20,Nan,Nan,Nan,Nan,Nan,6045177,60158727,1664897,67868801
10-Oct-20,Nan,Nan,Nan,Nan,Nan,5873808,60422119,1672176,67968103
11-Oct-20,Nan,Nan,Nan,Nan,Nan,5706507,60678043,1679249,68063799
12-Oct-20,Nan,Nan,Nan,Nan,Nan,5543232,60926679,1686121,68156032
13-Oct-20,Nan,Nan,Nan,Nan,Nan,5383937,61168200,1692796,68244933
14-Oct-20,Nan,Nan,Nan,Nan,Nan,5228572,61402780,1699279,68330631
15-Oct-20,Nan,Nan,Nan,Nan,Nan,5077083,61630592,1705575,68413250
16-Oct-20,Nan,Nan,Nan,Nan,Nan,4929415,61851803,1711688,68492906
17-Oct-20,Nan,Nan,Nan,Nan,Nan,4785511,62066580,1717624,68569715
18-Oct-20,Nan,Nan,Nan,Nan,Nan,4645311,62275087,1723387,68643785
19-Oct-20,Nan,Nan,Nan,Nan,Nan,4508751,62477485,1728980,68715216
20-Oct-20,Nan,Nan,Nan,Nan,Nan,4375771,62673934,1734410,68784115
21-Oct-20,Nan,Nan,Nan,Nan,Nan,4246304,62864588,1739679,68850571
22-Oct-20,Nan,Nan,Nan,Nan,Nan,4120286,63049601,1744792,68914679
23-Oct-20,Nan,Nan,Nan,Nan,Nan,3997650,63229124,1749753,68976527
24-Oct-20,Nan,Nan,Nan,Nan,Nan,3878330,63403304,1754567,69036201
25-Oct-20,Nan,Nan,Nan,Nan,Nan,3762257,63572284,1759237,69093778
26-Oct-20,Nan,Nan,Nan,Nan,Nan,3649365,63736208,1763768,69149341
27-Oct-20,Nan,Nan,Nan,Nan,Nan,3539587,63895212,1768162,69202961
28-Oct-20,Nan,Nan,Nan,Nan,Nan,3432853,64049434,1772424,69254711
29-Oct-20,Nan,Nan,Nan,Nan,Nan,3329098,64199005,1776558,69304661
30-Oct-20,Nan,Nan,Nan,Nan,Nan,3228253,64344055,1780567,69352875
31-Oct-20,Nan,Nan,Nan,Nan,Nan,3130253,64484712,1784454,69399419
1-Nov-20,Nan,Nan,Nan,Nan,Nan,3035030,64621098,1788223,69444351
2-Nov-20,Nan,Nan,Nan,Nan,Nan,2942519,64753336,1791878,69487733
3-Nov-20,Nan,Nan,Nan,Nan,Nan,2852655,64881543,1795421,69529619
4-Nov-20,Nan,Nan,Nan,Nan,Nan,2765374,65005835,1798856,69570065
5-Nov-20,Nan,Nan,Nan,Nan,Nan,2680612,65126323,1802186,69609121
6-Nov-20,Nan,Nan,Nan,Nan,Nan,2598307,65243119,1805414,69646840
7-Nov-20,Nan,Nan,Nan,Nan,Nan,2518396,65356328,1808543,69683267
8-Nov-20,Nan,Nan,Nan,Nan,Nan,2440818,65466056,1811575,69718449
9-Nov-20,Nan,Nan,Nan,Nan,Nan,2365514,65572404,1814514,69752432
10-Nov-20,Nan,Nan,Nan,Nan,Nan,2292424,65675470,1817363,69785257
11-Nov-20,Nan,Nan,Nan,Nan,Nan,2221490,65775352,1820123,69816965
12-Nov-20,Nan,Nan,Nan,Nan,Nan,2152657,65872144,1822798,69847599
13-Nov-20,Nan,Nan,Nan,Nan,Nan,2085866,65965936,1825390,69877192
14-Nov-20,Nan,Nan,Nan,Nan,Nan,2021065,66056818,1827902,69905785
15-Nov-20,Nan,Nan,Nan,Nan,Nan,1958198,66144877,1830336,69933411
16-Nov-20,Nan,Nan,Nan,Nan,Nan,1897214,66230196,1832694,69960104
17-Nov-20,Nan,Nan,Nan,Nan,Nan,1838060,66312859,1834978,69985897
18-Nov-20,Nan,Nan,Nan,Nan,Nan,1780687,66392944,1837191,70010822
19-Nov-20,Nan,Nan,Nan,Nan,Nan,1725044,66470529,1839336,70034909
20-Nov-20,Nan,Nan,Nan,Nan,Nan,1671084,66545690,1841413,70058187
21-Nov-20,Nan,Nan,Nan,Nan,Nan,1618759,66618500,1843425,70080684
22-Nov-20,Nan,Nan,Nan,Nan,Nan,1568023,66689030,1845374,70102427
23-Nov-20,Nan,Nan,Nan,Nan,Nan,1518831,66757350,1847263,70123444
24-Nov-20,Nan,Nan,Nan,Nan,Nan,1471139,66823526,1849091,70143756
25-Nov-20,Nan,Nan,Nan,Nan,Nan,1424905,66887624,1850863,70163392
26-Nov-20,Nan,Nan,Nan,Nan,Nan,1380085,66949708,1852579,70182372
27-Nov-20,Nan,Nan,Nan,Nan,Nan,1336640,67009839,1854241,70200720
28-Nov-20,Nan,Nan,Nan,Nan,Nan,1294529,67068077,1855850,70218456
29-Nov-20,Nan,Nan,Nan,Nan,Nan,1253714,67124480,1857409,70235603
30-Nov-20,Nan,Nan,Nan,Nan,Nan,1214157,67179105,1858919,70252181
1-Dec-20,Nan,Nan,Nan,Nan,Nan,1175820,67232007,1860381,70268208
2-Dec-20,Nan,Nan,Nan,Nan,Nan,1138669,67283238,1861796,70283703
3-Dec-20,Nan,Nan,Nan,Nan,Nan,1102667,67332850,1863168,70298685
4-Dec-20,Nan,Nan,Nan,Nan,Nan,1067781,67380894,1864495,70313170
5-Dec-20,Nan,Nan,Nan,Nan,Nan,1033978,67427418,1865781,70327177
6-Dec-20,Nan,Nan,Nan,Nan,Nan,1001226,67472469,1867026,70340721
7-Dec-20,Nan,Nan,Nan,Nan,Nan,969492,67516092,1868232,70353816
8-Dec-20,Nan,Nan,Nan,Nan,Nan,938748,67558334,1869399,70366481
9-Dec-20,Nan,Nan,Nan,Nan,Nan,908962,67599235,1870530,70378727
10-Dec-20,Nan,Nan,Nan,Nan,Nan,880106,67638839,1871624,70390569
11-Dec-20,Nan,Nan,Nan,Nan,Nan,852152,67677186,1872684,70402022
12-Dec-20,Nan,Nan,Nan,Nan,Nan,825073,67714315,1873710,70413098
13-Dec-20,Nan,Nan,Nan,Nan,Nan,798842,67750263,1874704,70423809
14-Dec-20,Nan,Nan,Nan,Nan,Nan,773433,67785069,1875665,70434167
15-Dec-20,Nan,Nan,Nan,Nan,Nan,748822,67818768,1876597,70444187
16-Dec-20,Nan,Nan,Nan,Nan,Nan,724983,67851395,1877498,70453876
17-Dec-20,Nan,Nan,Nan,Nan,Nan,701894,67882983,1878371,70463248
18-Dec-20,Nan,Nan,Nan,Nan,Nan,679532,67913564,1879217,70472313
19-Dec-20,Nan,Nan,Nan,Nan,Nan,657873,67943172,1880035,70481080
20-Dec-20,Nan,Nan,Nan,Nan,Nan,636897,67971836,1880827,70489560
21-Dec-20,Nan,Nan,Nan,Nan,Nan,616583,67999586,1881594,70497763
22-Dec-20,Nan,Nan,Nan,Nan,Nan,596909,68026450,1882336,70505695
23-Dec-20,Nan,Nan,Nan,Nan,Nan,577857,68052458,1883055,70513370
24-Dec-20,Nan,Nan,Nan,Nan,Nan,559407,68077636,1883751,70520794
25-Dec-20,Nan,Nan,Nan,Nan,Nan,541541,68102009,1884425,70527975
26-Dec-20,Nan,Nan,Nan,Nan,Nan,524240,68125604,1885077,70534921
27-Dec-20,Nan,Nan,Nan,Nan,Nan,507486,68148446,1885708,70541640
28-Dec-20,Nan,Nan,Nan,Nan,Nan,491264,68170557,1886319,70548140
29-Dec-20,Nan,Nan,Nan,Nan,Nan,475556,68191962,1886911,70554429
30-Dec-20,Nan,Nan,Nan,Nan,Nan,460346,68212682,1887483,70560511
31-Dec-20,Nan,Nan,Nan,Nan,Nan,445618,68232740,1888038,70566396
1-Jan-21,Nan,Nan,Nan,Nan,Nan,431358,68252155,1888574,70572087
2-Jan-21,Nan,Nan,Nan,Nan,Nan,417552,68270950,1889094,70577596
3-Jan-21,Nan,Nan,Nan,Nan,Nan,404184,68289143,1889596,70582923
4-Jan-21,Nan,Nan,Nan,Nan,Nan,391241,68306753,1890083,70588077
5-Jan-21,Nan,Nan,Nan,Nan,Nan,378709,68323800,1890554,70593063
6-Jan-21,Nan,Nan,Nan,Nan,Nan,366577,68340300,1891010,70597887
7-Jan-21,Nan,Nan,Nan,Nan,Nan,354831,68356272,1891452,70602555
8-Jan-21,Nan,Nan,Nan,Nan,Nan,343459,68371732,1891879,70607070
9-Jan-21,Nan,Nan,Nan,Nan,Nan,332449,68386697,1892293,70611439
10-Jan-21,Nan,Nan,Nan,Nan,Nan,321791,68401182,1892693,70615666
11-Jan-21,Nan,Nan,Nan,Nan,Nan,311472,68415203,1893080,70619755
12-Jan-21,Nan,Nan,Nan,Nan,Nan,301482,68428774,1893455,70623711
13-Jan-21,Nan,Nan,Nan,Nan,Nan,291812,68441909,1893818,70627539
14-Jan-21,Nan,Nan,Nan,Nan,Nan,282449,68454624,1894170,70631243
15-Jan-21,Nan,Nan,Nan,Nan,Nan,273386,68466930,1894510,70634826
